country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,continent
Azerbaijan,1996,female,5-14 years,0,796200,0,Azerbaijan1996,,"3,176,749,593",476,Millenials,Asia
Azerbaijan,1996,male,5-14 years,0,838400,0,Azerbaijan1996,,"3,176,749,593",476,Millenials,Asia
Azerbaijan,1997,male,55-74 years,24,386200,6.21,Azerbaijan1997,,"3,962,710,163",590,Silent,Asia
Azerbaijan,1997,male,35-54 years,34,698800,4.87,Azerbaijan1997,,"3,962,710,163",590,Boomers,Asia
Azerbaijan,1997,male,25-34 years,21,651900,3.22,Azerbaijan1997,,"3,962,710,163",590,Generation X,Asia
Azerbaijan,1997,female,35-54 years,8,755500,1.06,Azerbaijan1997,,"3,962,710,163",590,Boomers,Asia
Azerbaijan,1997,male,15-24 years,7,669400,1.05,Azerbaijan1997,,"3,962,710,163",590,Generation X,Asia
Azerbaijan,1997,female,15-24 years,6,628600,0.95,Azerbaijan1997,,"3,962,710,163",590,Generation X,Asia
Azerbaijan,1997,female,55-74 years,3,470100,0.64,Azerbaijan1997,,"3,962,710,163",590,Silent,Asia
Azerbaijan,1997,female,25-34 years,4,673000,0.59,Azerbaijan1997,,"3,962,710,163",590,Generation X,Asia
Azerbaijan,1997,female,5-14 years,0,800800,0,Azerbaijan1997,,"3,962,710,163",590,Millenials,Asia
Azerbaijan,1997,female,75+ years,0,95400,0,Azerbaijan1997,,"3,962,710,163",590,G.I. Generation,Asia
Azerbaijan,1997,male,5-14 years,0,844400,0,Azerbaijan1997,,"3,962,710,163",590,Millenials,Asia
Azerbaijan,1997,male,75+ years,0,37100,0,Azerbaijan1997,,"3,962,710,163",590,G.I. Generation,Asia
Azerbaijan,1998,male,35-54 years,18,732200,2.46,Azerbaijan1998,,"4,446,396,218",631,Boomers,Asia
Azerbaijan,1998,female,75+ years,2,96900,2.06,Azerbaijan1998,,"4,446,396,218",631,G.I. Generation,Asia
Azerbaijan,1998,male,55-74 years,8,403500,1.98,Azerbaijan1998,,"4,446,396,218",631,Silent,Asia
Azerbaijan,1998,male,25-34 years,12,683600,1.76,Azerbaijan1998,,"4,446,396,218",631,Generation X,Asia
Azerbaijan,1998,female,55-74 years,4,491600,0.81,Azerbaijan1998,,"4,446,396,218",631,Silent,Asia
Azerbaijan,1998,female,35-54 years,6,793900,0.76,Azerbaijan1998,,"4,446,396,218",631,Boomers,Asia
Azerbaijan,1998,female,15-24 years,3,662900,0.45,Azerbaijan1998,,"4,446,396,218",631,Generation X,Asia
Azerbaijan,1998,male,15-24 years,2,702100,0.28,Azerbaijan1998,,"4,446,396,218",631,Generation X,Asia
Azerbaijan,1998,male,5-14 years,1,886300,0.11,Azerbaijan1998,,"4,446,396,218",631,Millenials,Asia
Azerbaijan,1998,female,25-34 years,0,710000,0,Azerbaijan1998,,"4,446,396,218",631,Generation X,Asia
Azerbaijan,1998,female,5-14 years,0,844700,0,Azerbaijan1998,,"4,446,396,218",631,Millenials,Asia
Azerbaijan,1998,male,75+ years,0,36700,0,Azerbaijan1998,,"4,446,396,218",631,G.I. Generation,Asia
Azerbaijan,1999,male,35-54 years,19,737000,2.58,Azerbaijan1999,,"4,581,222,442",645,Boomers,Asia
Azerbaijan,1999,male,55-74 years,9,406100,2.22,Azerbaijan1999,,"4,581,222,442",645,Silent,Asia
Azerbaijan,1999,male,25-34 years,10,688200,1.45,Azerbaijan1999,,"4,581,222,442",645,Generation X,Asia
Azerbaijan,1999,male,15-24 years,6,706900,0.85,Azerbaijan1999,,"4,581,222,442",645,Generation X,Asia
Azerbaijan,1999,female,35-54 years,4,802500,0.5,Azerbaijan1999,,"4,581,222,442",645,Boomers,Asia
Azerbaijan,1999,female,55-74 years,2,497100,0.4,Azerbaijan1999,,"4,581,222,442",645,Silent,Asia
Azerbaijan,1999,female,15-24 years,2,670100,0.3,Azerbaijan1999,,"4,581,222,442",645,Generation X,Asia
Azerbaijan,1999,female,25-34 years,2,717700,0.28,Azerbaijan1999,,"4,581,222,442",645,Generation X,Asia
Azerbaijan,1999,female,5-14 years,0,853800,0,Azerbaijan1999,,"4,581,222,442",645,Millenials,Asia
Azerbaijan,1999,female,75+ years,0,97900,0,Azerbaijan1999,,"4,581,222,442",645,G.I. Generation,Asia
Azerbaijan,1999,male,5-14 years,0,892200,0,Azerbaijan1999,,"4,581,222,442",645,Millenials,Asia
Azerbaijan,1999,male,75+ years,0,36900,0,Azerbaijan1999,,"4,581,222,442",645,G.I. Generation,Asia
Azerbaijan,2000,male,75+ years,1,37950,2.64,Azerbaijan2000,0.64,"5,272,617,196",711,G.I. Generation,Asia
Azerbaijan,2000,male,55-74 years,9,361300,2.49,Azerbaijan2000,0.64,"5,272,617,196",711,Silent,Asia
Azerbaijan,2000,female,75+ years,2,83300,2.4,Azerbaijan2000,0.64,"5,272,617,196",711,G.I. Generation,Asia
Azerbaijan,2000,male,25-34 years,11,607350,1.81,Azerbaijan2000,0.64,"5,272,617,196",711,Generation X,Asia
Azerbaijan,2000,male,35-54 years,14,931050,1.5,Azerbaijan2000,0.64,"5,272,617,196",711,Boomers,Asia
Azerbaijan,2000,male,15-24 years,11,736900,1.49,Azerbaijan2000,0.64,"5,272,617,196",711,Generation X,Asia
Azerbaijan,2000,female,55-74 years,3,434150,0.69,Azerbaijan2000,0.64,"5,272,617,196",711,Silent,Asia
Azerbaijan,2000,female,15-24 years,4,738550,0.54,Azerbaijan2000,0.64,"5,272,617,196",711,Generation X,Asia
Azerbaijan,2000,female,25-34 years,3,677500,0.44,Azerbaijan2000,0.64,"5,272,617,196",711,Generation X,Asia
Azerbaijan,2000,female,35-54 years,3,1000200,0.3,Azerbaijan2000,0.64,"5,272,617,196",711,Boomers,Asia
Azerbaijan,2000,female,5-14 years,1,878950,0.11,Azerbaijan2000,0.64,"5,272,617,196",711,Millenials,Asia
Azerbaijan,2000,male,5-14 years,0,928050,0,Azerbaijan2000,0.64,"5,272,617,196",711,Millenials,Asia
Azerbaijan,2001,male,55-74 years,34,357250,9.52,Azerbaijan2001,,"5,707,720,391",759,Silent,Asia
Azerbaijan,2001,male,35-54 years,79,975300,8.1,Azerbaijan2001,,"5,707,720,391",759,Boomers,Asia
Azerbaijan,2001,male,15-24 years,56,766400,7.31,Azerbaijan2001,,"5,707,720,391",759,Millenials,Asia
Azerbaijan,2001,male,75+ years,3,41650,7.2,Azerbaijan2001,,"5,707,720,391",759,Silent,Asia
Azerbaijan,2001,female,75+ years,6,85900,6.98,Azerbaijan2001,,"5,707,720,391",759,Silent,Asia
Azerbaijan,2001,male,25-34 years,40,603150,6.63,Azerbaijan2001,,"5,707,720,391",759,Generation X,Asia
Azerbaijan,2001,female,55-74 years,21,431400,4.87,Azerbaijan2001,,"5,707,720,391",759,Silent,Asia
Azerbaijan,2001,female,25-34 years,23,669850,3.43,Azerbaijan2001,,"5,707,720,391",759,Generation X,Asia
Azerbaijan,2001,male,5-14 years,24,913150,2.63,Azerbaijan2001,,"5,707,720,391",759,Millenials,Asia
Azerbaijan,2001,female,35-54 years,16,1052500,1.52,Azerbaijan2001,,"5,707,720,391",759,Boomers,Asia
Azerbaijan,2001,female,15-24 years,8,759350,1.05,Azerbaijan2001,,"5,707,720,391",759,Millenials,Asia
Azerbaijan,2001,female,5-14 years,7,862100,0.81,Azerbaijan2001,,"5,707,720,391",759,Millenials,Asia
Azerbaijan,2002,male,55-74 years,19,357550,5.31,Azerbaijan2002,,"6,235,795,104",820,Silent,Asia
Azerbaijan,2002,male,75+ years,2,45600,4.39,Azerbaijan2002,,"6,235,795,104",820,Silent,Asia
Azerbaijan,2002,male,35-54 years,32,1011850,3.16,Azerbaijan2002,,"6,235,795,104",820,Boomers,Asia
Azerbaijan,2002,female,55-74 years,6,433050,1.39,Azerbaijan2002,,"6,235,795,104",820,Silent,Asia
Azerbaijan,2002,male,25-34 years,7,603300,1.16,Azerbaijan2002,,"6,235,795,104",820,Generation X,Asia
Azerbaijan,2002,male,15-24 years,9,795800,1.13,Azerbaijan2002,,"6,235,795,104",820,Millenials,Asia
Azerbaijan,2002,female,75+ years,1,89000,1.12,Azerbaijan2002,,"6,235,795,104",820,Silent,Asia
Azerbaijan,2002,female,35-54 years,8,1096350,0.73,Azerbaijan2002,,"6,235,795,104",820,Boomers,Asia
Azerbaijan,2002,female,25-34 years,3,666300,0.45,Azerbaijan2002,,"6,235,795,104",820,Generation X,Asia
Azerbaijan,2002,male,5-14 years,4,889500,0.45,Azerbaijan2002,,"6,235,795,104",820,Millenials,Asia
Azerbaijan,2002,female,15-24 years,1,781100,0.13,Azerbaijan2002,,"6,235,795,104",820,Millenials,Asia
Azerbaijan,2002,female,5-14 years,0,836300,0,Azerbaijan2002,,"6,235,795,104",820,Millenials,Asia
Azerbaijan,2003,male,75+ years,3,50900,5.89,Azerbaijan2003,,"7,276,013,032",948,Silent,Asia
Azerbaijan,2003,female,75+ years,4,94450,4.24,Azerbaijan2003,,"7,276,013,032",948,Silent,Asia
Azerbaijan,2003,male,55-74 years,14,359800,3.89,Azerbaijan2003,,"7,276,013,032",948,Silent,Asia
Azerbaijan,2003,male,35-54 years,40,1045100,3.83,Azerbaijan2003,,"7,276,013,032",948,Boomers,Asia
Azerbaijan,2003,male,15-24 years,17,823850,2.06,Azerbaijan2003,,"7,276,013,032",948,Millenials,Asia
Azerbaijan,2003,male,25-34 years,12,604700,1.98,Azerbaijan2003,,"7,276,013,032",948,Generation X,Asia
Azerbaijan,2003,female,55-74 years,7,435950,1.61,Azerbaijan2003,,"7,276,013,032",948,Silent,Asia
Azerbaijan,2003,female,15-24 years,9,802400,1.12,Azerbaijan2003,,"7,276,013,032",948,Millenials,Asia
Azerbaijan,2003,female,35-54 years,12,1137200,1.06,Azerbaijan2003,,"7,276,013,032",948,Boomers,Asia
Azerbaijan,2003,male,5-14 years,7,856250,0.82,Azerbaijan2003,,"7,276,013,032",948,Millenials,Asia
Azerbaijan,2003,female,25-34 years,3,663050,0.45,Azerbaijan2003,,"7,276,013,032",948,Generation X,Asia
Azerbaijan,2003,female,5-14 years,1,800750,0.12,Azerbaijan2003,,"7,276,013,032",948,Millenials,Asia
Azerbaijan,2004,female,75+ years,5,99600,5.02,Azerbaijan2004,,"8,680,472,169",1122,Silent,Asia
Azerbaijan,2004,male,35-54 years,40,1076600,3.72,Azerbaijan2004,,"8,680,472,169",1122,Boomers,Asia
Azerbaijan,2004,male,25-34 years,15,608900,2.46,Azerbaijan2004,,"8,680,472,169",1122,Generation X,Asia
Azerbaijan,2004,male,55-74 years,7,362100,1.93,Azerbaijan2004,,"8,680,472,169",1122,Silent,Asia
Azerbaijan,2004,male,15-24 years,10,851350,1.17,Azerbaijan2004,,"8,680,472,169",1122,Millenials,Asia
Azerbaijan,2004,female,55-74 years,5,439850,1.14,Azerbaijan2004,,"8,680,472,169",1122,Silent,Asia
Azerbaijan,2004,female,35-54 years,11,1176300,0.94,Azerbaijan2004,,"8,680,472,169",1122,Boomers,Asia
Azerbaijan,2004,male,5-14 years,6,819600,0.73,Azerbaijan2004,,"8,680,472,169",1122,Millenials,Asia
Azerbaijan,2004,female,25-34 years,4,662000,0.6,Azerbaijan2004,,"8,680,472,169",1122,Generation X,Asia
Azerbaijan,2004,female,15-24 years,4,823000,0.49,Azerbaijan2004,,"8,680,472,169",1122,Millenials,Asia
Azerbaijan,2004,female,5-14 years,1,762050,0.13,Azerbaijan2004,,"8,680,472,169",1122,Millenials,Asia
Azerbaijan,2004,male,75+ years,0,56900,0,Azerbaijan2004,,"8,680,472,169",1122,Silent,Asia
Azerbaijan,2007,male,75+ years,3,75400,3.98,Azerbaijan2007,,"33,050,343,783",4172,Silent,Asia
Azerbaijan,2007,male,55-74 years,8,381400,2.1,Azerbaijan2007,,"33,050,343,783",4172,Silent,Asia
Azerbaijan,2007,male,35-54 years,15,1146950,1.31,Azerbaijan2007,,"33,050,343,783",4172,Boomers,Asia
Azerbaijan,2007,male,25-34 years,8,647850,1.23,Azerbaijan2007,,"33,050,343,783",4172,Generation X,Asia
Azerbaijan,2007,female,75+ years,1,118150,0.85,Azerbaijan2007,,"33,050,343,783",4172,Silent,Asia
Azerbaijan,2007,female,15-24 years,5,872100,0.57,Azerbaijan2007,,"33,050,343,783",4172,Millenials,Asia
Azerbaijan,2007,male,5-14 years,4,711200,0.56,Azerbaijan2007,,"33,050,343,783",4172,Generation Z,Asia
Azerbaijan,2007,female,35-54 years,5,1267550,0.39,Azerbaijan2007,,"33,050,343,783",4172,Boomers,Asia
Azerbaijan,2007,male,15-24 years,3,913150,0.33,Azerbaijan2007,,"33,050,343,783",4172,Millenials,Asia
Azerbaijan,2007,female,25-34 years,2,680650,0.29,Azerbaijan2007,,"33,050,343,783",4172,Generation X,Asia
Azerbaijan,2007,female,55-74 years,1,462700,0.22,Azerbaijan2007,,"33,050,343,783",4172,Silent,Asia
Azerbaijan,2007,female,5-14 years,0,644000,0,Azerbaijan2007,,"33,050,343,783",4172,Generation Z,Asia
Bahamas,1985,male,35-54 years,1,21000,4.76,Bahamas1985,,"2,320,699,900",11393,Silent,Americas
Bahamas,1985,female,15-24 years,0,23300,0,Bahamas1985,,"2,320,699,900",11393,Generation X,Americas
Bahamas,1985,female,25-34 years,0,19500,0,Bahamas1985,,"2,320,699,900",11393,Boomers,Americas
Bahamas,1985,female,35-54 years,0,22500,0,Bahamas1985,,"2,320,699,900",11393,Silent,Americas
Bahamas,1985,female,5-14 years,0,24500,0,Bahamas1985,,"2,320,699,900",11393,Generation X,Americas
Bahamas,1985,female,55-74 years,0,11200,0,Bahamas1985,,"2,320,699,900",11393,G.I. Generation,Americas
Bahamas,1985,female,75+ years,0,2700,0,Bahamas1985,,"2,320,699,900",11393,G.I. Generation,Americas
Bahamas,1985,male,15-24 years,0,23900,0,Bahamas1985,,"2,320,699,900",11393,Generation X,Americas
Bahamas,1985,male,25-34 years,0,19100,0,Bahamas1985,,"2,320,699,900",11393,Boomers,Americas
Bahamas,1985,male,5-14 years,0,25100,0,Bahamas1985,,"2,320,699,900",11393,Generation X,Americas
Bahamas,1985,male,55-74 years,0,9400,0,Bahamas1985,,"2,320,699,900",11393,G.I. Generation,Americas
Bahamas,1985,male,75+ years,0,1500,0,Bahamas1985,,"2,320,699,900",11393,G.I. Generation,Americas
Bahamas,1987,male,35-54 years,2,22700,8.81,Bahamas1987,,"2,713,999,900",12286,Silent,Americas
Bahamas,1987,male,25-34 years,1,20900,4.78,Bahamas1987,,"2,713,999,900",12286,Boomers,Americas
Bahamas,1987,female,15-24 years,0,25100,0,Bahamas1987,,"2,713,999,900",12286,Generation X,Americas
Bahamas,1987,female,25-34 years,0,21100,0,Bahamas1987,,"2,713,999,900",12286,Boomers,Americas
Bahamas,1987,female,35-54 years,0,24200,0,Bahamas1987,,"2,713,999,900",12286,Silent,Americas
Bahamas,1987,female,5-14 years,0,26400,0,Bahamas1987,,"2,713,999,900",12286,Generation X,Americas
Bahamas,1987,female,55-74 years,0,12100,0,Bahamas1987,,"2,713,999,900",12286,G.I. Generation,Americas
Bahamas,1987,female,75+ years,0,2900,0,Bahamas1987,,"2,713,999,900",12286,G.I. Generation,Americas
Bahamas,1987,male,15-24 years,0,26200,0,Bahamas1987,,"2,713,999,900",12286,Generation X,Americas
Bahamas,1987,male,5-14 years,0,27500,0,Bahamas1987,,"2,713,999,900",12286,Generation X,Americas
Bahamas,1987,male,55-74 years,0,10200,0,Bahamas1987,,"2,713,999,900",12286,G.I. Generation,Americas
Bahamas,1987,male,75+ years,0,1600,0,Bahamas1987,,"2,713,999,900",12286,G.I. Generation,Americas
Bahamas,1993,male,55-74 years,1,9900,10.1,Bahamas1993,,"3,092,000,000",12698,Silent,Americas
Bahamas,1993,female,55-74 years,1,11900,8.4,Bahamas1993,,"3,092,000,000",12698,Silent,Americas
Bahamas,1993,male,25-34 years,2,25400,7.87,Bahamas1993,,"3,092,000,000",12698,Boomers,Americas
Bahamas,1993,male,35-54 years,2,27000,7.41,Bahamas1993,,"3,092,000,000",12698,Boomers,Americas
Bahamas,1993,male,15-24 years,1,26800,3.73,Bahamas1993,,"3,092,000,000",12698,Generation X,Americas
Bahamas,1993,female,15-24 years,0,26800,0,Bahamas1993,,"3,092,000,000",12698,Generation X,Americas
Bahamas,1993,female,25-34 years,0,26300,0,Bahamas1993,,"3,092,000,000",12698,Boomers,Americas
Bahamas,1993,female,35-54 years,0,29300,0,Bahamas1993,,"3,092,000,000",12698,Boomers,Americas
Bahamas,1993,female,5-14 years,0,27200,0,Bahamas1993,,"3,092,000,000",12698,Millenials,Americas
Bahamas,1993,female,75+ years,0,2800,0,Bahamas1993,,"3,092,000,000",12698,G.I. Generation,Americas
Bahamas,1993,male,5-14 years,0,28100,0,Bahamas1993,,"3,092,000,000",12698,Millenials,Americas
Bahamas,1993,male,75+ years,0,2000,0,Bahamas1993,,"3,092,000,000",12698,G.I. Generation,Americas
Bahamas,1994,male,35-54 years,3,28300,10.6,Bahamas1994,,"3,259,000,000",13073,Boomers,Americas
Bahamas,1994,female,15-24 years,0,26900,0,Bahamas1994,,"3,259,000,000",13073,Generation X,Americas
Bahamas,1994,female,25-34 years,0,26800,0,Bahamas1994,,"3,259,000,000",13073,Boomers,Americas
Bahamas,1994,female,35-54 years,0,30800,0,Bahamas1994,,"3,259,000,000",13073,Boomers,Americas
Bahamas,1994,female,5-14 years,0,27600,0,Bahamas1994,,"3,259,000,000",13073,Millenials,Americas
Bahamas,1994,female,55-74 years,0,12300,0,Bahamas1994,,"3,259,000,000",13073,Silent,Americas
Bahamas,1994,female,75+ years,0,3000,0,Bahamas1994,,"3,259,000,000",13073,G.I. Generation,Americas
Bahamas,1994,male,15-24 years,0,26900,0,Bahamas1994,,"3,259,000,000",13073,Generation X,Americas
Bahamas,1994,male,25-34 years,0,26000,0,Bahamas1994,,"3,259,000,000",13073,Boomers,Americas
Bahamas,1994,male,5-14 years,0,28300,0,Bahamas1994,,"3,259,000,000",13073,Millenials,Americas
Bahamas,1994,male,55-74 years,0,10300,0,Bahamas1994,,"3,259,000,000",13073,Silent,Americas
Bahamas,1994,male,75+ years,0,2100,0,Bahamas1994,,"3,259,000,000",13073,G.I. Generation,Americas
Bahamas,1995,male,25-34 years,1,26300,3.8,Bahamas1995,,"3,429,000,000",13473,Generation X,Americas
Bahamas,1995,male,35-54 years,1,29800,3.36,Bahamas1995,,"3,429,000,000",13473,Boomers,Americas
Bahamas,1995,female,15-24 years,0,26900,0,Bahamas1995,,"3,429,000,000",13473,Generation X,Americas
Bahamas,1995,female,25-34 years,0,27100,0,Bahamas1995,,"3,429,000,000",13473,Generation X,Americas
Bahamas,1995,female,35-54 years,0,32300,0,Bahamas1995,,"3,429,000,000",13473,Boomers,Americas
Bahamas,1995,female,5-14 years,0,27700,0,Bahamas1995,,"3,429,000,000",13473,Millenials,Americas
Bahamas,1995,female,55-74 years,0,12800,0,Bahamas1995,,"3,429,000,000",13473,Silent,Americas
Bahamas,1995,female,75+ years,0,3100,0,Bahamas1995,,"3,429,000,000",13473,G.I. Generation,Americas
Bahamas,1995,male,15-24 years,0,27000,0,Bahamas1995,,"3,429,000,000",13473,Generation X,Americas
Bahamas,1995,male,5-14 years,0,28600,0,Bahamas1995,,"3,429,000,000",13473,Millenials,Americas
Bahamas,1995,male,55-74 years,0,10600,0,Bahamas1995,,"3,429,000,000",13473,Silent,Americas
Bahamas,1995,male,75+ years,0,2300,0,Bahamas1995,,"3,429,000,000",13473,G.I. Generation,Americas
Bahamas,1996,male,35-54 years,3,30549,9.82,Bahamas1996,,"3,609,000,000",14297,Boomers,Americas
Bahamas,1996,female,15-24 years,0,25694,0,Bahamas1996,,"3,609,000,000",14297,Generation X,Americas
Bahamas,1996,female,25-34 years,0,25178,0,Bahamas1996,,"3,609,000,000",14297,Generation X,Americas
Bahamas,1996,female,35-54 years,0,32794,0,Bahamas1996,,"3,609,000,000",14297,Boomers,Americas
Bahamas,1996,female,5-14 years,0,28250,0,Bahamas1996,,"3,609,000,000",14297,Millenials,Americas
Bahamas,1996,female,55-74 years,0,13723,0,Bahamas1996,,"3,609,000,000",14297,Silent,Americas
Bahamas,1996,female,75+ years,0,2927,0,Bahamas1996,,"3,609,000,000",14297,G.I. Generation,Americas
Bahamas,1996,male,15-24 years,0,26103,0,Bahamas1996,,"3,609,000,000",14297,Generation X,Americas
Bahamas,1996,male,25-34 years,0,25040,0,Bahamas1996,,"3,609,000,000",14297,Generation X,Americas
Bahamas,1996,male,5-14 years,0,28956,0,Bahamas1996,,"3,609,000,000",14297,Millenials,Americas
Bahamas,1996,male,55-74 years,0,11476,0,Bahamas1996,,"3,609,000,000",14297,Silent,Americas
Bahamas,1996,male,75+ years,0,1748,0,Bahamas1996,,"3,609,000,000",14297,G.I. Generation,Americas
Bahamas,1997,male,25-34 years,1,24917,4.01,Bahamas1997,,"6,332,360,000",24740,Generation X,Americas
Bahamas,1997,male,35-54 years,1,31867,3.14,Bahamas1997,,"6,332,360,000",24740,Boomers,Americas
Bahamas,1997,female,15-24 years,0,25605,0,Bahamas1997,,"6,332,360,000",24740,Generation X,Americas
Bahamas,1997,female,25-34 years,0,25276,0,Bahamas1997,,"6,332,360,000",24740,Generation X,Americas
Bahamas,1997,female,35-54 years,0,34332,0,Bahamas1997,,"6,332,360,000",24740,Boomers,Americas
Bahamas,1997,female,5-14 years,0,28389,0,Bahamas1997,,"6,332,360,000",24740,Millenials,Americas
Bahamas,1997,female,55-74 years,0,14127,0,Bahamas1997,,"6,332,360,000",24740,Silent,Americas
Bahamas,1997,female,75+ years,0,3054,0,Bahamas1997,,"6,332,360,000",24740,G.I. Generation,Americas
Bahamas,1997,male,15-24 years,0,25815,0,Bahamas1997,,"6,332,360,000",24740,Generation X,Americas
Bahamas,1997,male,5-14 years,0,28929,0,Bahamas1997,,"6,332,360,000",24740,Millenials,Americas
Bahamas,1997,male,55-74 years,0,11798,0,Bahamas1997,,"6,332,360,000",24740,Silent,Americas
Bahamas,1997,male,75+ years,0,1847,0,Bahamas1997,,"6,332,360,000",24740,G.I. Generation,Americas
